Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Rod Of The Deadlord,moderate necromancy,9,none,"16,005 gp",4 lbs.,"This baton and the small skull that tops it are both made of blackened adamantine. The rod can be wielded as a +1 conductiveUE light mace. At the wielder's command, it transforms into a morningstar, heavy mace, flail, or heavy flail. It returns to its normal shape if left unattended for 1 round. Commanders of undead legions often wield such rods as symbols of authority. Changing the weapon's type can be used to signal a change in strategy for the undead horde, with the mace indicating a steady march, the morningstar calling for an aggressive assault, a flail indicating a retreat, and so on.  11th Level: The rod's enhancement bonus increases to +2.  13th Level: Any creature hit by the rod of the deadlord gains a temporary negative level. The target avoids this negative level if it succeeds at a Fortitude save with a DC equal to 6 + the wielder's Hit Dice (maximum 21). This negative level lasts for 12 hours, and can't become a permanent negative level.  15th Level: If the wielder confirms a critical hit, instead of gaining a temporary negative level the target gains a permanent negative level with no saving throw. Each day thereafter, the target must succeed at a Fortitude save (using the same DC as the 13th-level unlockable ability) or acquire another negative level. This is a curse effect that continues until removed (DC 23) or until the target dies. A target slain by this curse cannot be revived from death until the curse is removed.  17th Level: The rod's enhancement bonus increases to +3. Once per day, the rod's owner can tap the rod on the ground as a standard action to duplicate the effects of animate dead. The total HD of undead the owner can control in this way is equal to her level. If she controls other undead from castings of animate dead, she uses only the highest maximum she can control-the values do not stack. She ceases to control undead created by the rod if the rod leaves her possession.","Craft Rod, bestow curse, enervation, major creation, spectral hand","67,505 gp",Rod,Pathfinder Unchained,moderate,4,16005,67505,,+1 conductive light mace,3885
Scepter Of Divine Providence,strong (no school),17,rod,"17,312 gp",5 lbs.,"This iron rod is crowned with a metallic sphere and functions as a +1 heavy mace. In the hands of a divine spellcaster, the rod also counts as a holy or unholy symbol and divine focus. If the wielder of a scepter of divine providence has the channel energy class feature, she can increase the radius of her channeled energy burst by 10 feet, at the cost of one additional use of her channel energy ability. The wielder can expend additional uses of her channel energy ability to further expand the burst radius, to a maximum of 30 additional feet.","Craft Rod, Widen Spell, creator must have the channel energy class feature","8,812 gp",Rod,AP 94,strong,5,17312,8812,,+1 heavy mace,3901
"Rod Of Giant Summoning, Lesser",strong conjuration,17,none,"3,000 gp",5 lbs.,"This iron rod has long metal flanges, like a mace, which widen as they expand from the handle. The wielder can use the rod up to three times per day to augment her casting of a conjuration (summoning) spell, causing all of her summoned creatures to gain the giant simple template. The lesser rod can be used with spells of 3rd level or lower, the standard rod can be used with spells of 6th level or lower, and the greater rod can be used with spells of 9th level or lower.","Craft Rod, Augment Summoning, summon monster III or summon nature's ally III","1,500 gp",Rod,Monster Summoner's Handbook,strong,5,3000,1500,,,3906
Rod Of Giant Summoning,strong conjuration,17,none,"11,000 gp",5 lbs.,"This iron rod has long metal flanges, like a mace, which widen as they expand from the handle. The wielder can use the rod up to three times per day to augment her casting of a conjuration (summoning) spell, causing all of her summoned creatures to gain the giant simple template. The lesser rod can be used with spells of 3rd level or lower, the standard rod can be used with spells of 6th level or lower, and the greater rod can be used with spells of 9th level or lower.","Craft Rod, Augment Summoning, summon monster III or summon nature's ally III","5,500 gp",Rod,Monster Summoner's Handbook,strong,5,11000,5500,,,3907
"Rod Of Giant Summoning, Greater",strong conjuration,17,none,"24,500 gp",5 lbs.,"This iron rod has long metal flanges, like a mace, which widen as they expand from the handle. The wielder can use the rod up to three times per day to augment her casting of a conjuration (summoning) spell, causing all of her summoned creatures to gain the giant simple template. The lesser rod can be used with spells of 3rd level or lower, the standard rod can be used with spells of 6th level or lower, and the greater rod can be used with spells of 9th level or lower.","Craft Rod, Augment Summoning, summon monster III or summon nature's ally III","12,250  gp",Rod,Monster Summoner's Handbook,strong,5,24500,12250,,,3908
Lava Rod,strong evocation [fire],13,none,"80,000 gp",8 lbs.,"This irregularly shaped iron rod is studded with orange gems. It can be wielded as a +2 club. For 10 rounds per day, the rod can be wielded as a +2 flaming burst club. These rounds need not be consecutive. Additionally, three times per day as a standard action, a creature wielding this rod can use it to spray a 30-foot cone of lava droplets that deals 13d6 points of fire damage (Reflex DC 20 half). Once per day as a standard action, the wielder can instead release a cone of harmless pebbles that fall to the ground and cover the area. These pebbles transform into tiny blobs of lava up to 5 rounds later. The user determines the round upon which the pebbles transform into lava when initially activating the rod for this effect. Any creature in the area of the pebbles when they transform takes 13d6 points of fire damage (Reflex DC 20 half).","Craft Rod, delayed blast fireball","40,000 gp",Rod,AP 95,strong,8,80000,40000,,+2 club|+2 flaming burst club,3917
Caduceus Rod,strong conjuration and transmutation,12,none,"142,000 gp",3 lbs.,"Two entwined wooden snakes run the length of this laurel rod, which is capped with a pair of brass wings. This mystical implement gives its possessor a +5 insight bonus on Craft (alchemy) checks and a +1 insight bonus on attack and damage rolls with alchemical items, including alchemists' bombs. When it's held in hand, the caduceus rod can be invoked five times per day to grant one of the following boons, each of which counts as a 6th-level spell-like ability.  Awaken: The rod awakens all sleeping creatures within a 40-foot-radius burst centered on the wielder. Creatures in the burst gain immunity to sleep effects for 1 minute.  Exchange: The wielder transmutes one of his prepared alchemical extracts into an extract of another formula in his formula book of equal or lower level.  Mercy: All dying (-1 or fewer hit points) creatures in a 40-foot-radius burst centered on the wielder die. Each such creature can attempt a DC 19 Fortitude save to instead take 1d6 points of negative energy damage. This is a death effect.  Revive: The wielder targets a creature within 40 feet with empowered breath of life.  Slumber: As deep slumber, except that it affects a 20-foot-radius burst centered on the wielder, can affect up to 20 HD of creatures, and has a Will save DC of 19. The wielder of the rod is unaffected and can choose to exclude up to four other targets from the effects.","Craft Rod, breath of life, deep slumber, heroism, universal formulaAPG, creator must have at least 10 ranks in Craft (alchemy)","71,000 gp",Rod,Occult Adventures,strong,3,142000,71000,,,3958
"Fearsome Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day that make enemies shaken as though using the Fearsome Spell feat.,"Craft Rod, Fearsome Spell","4,500 gp",Rod,Occult Adventures,strong,1,9000,4500,,,3959
Fearsome Metamagic Rod,strong (no school),17,none,"32,500 gp",1 lb.,The wielder of this rod can cast up to three spells per day that make enemies shaken as though using the Fearsome Spell feat.,"Craft Rod, Fearsome Spell","16,250 gp",Rod,Occult Adventures,strong,1,32500,16250,,,3960
"Fearsome Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day that make enemies shaken as though using the Fearsome Spell feat.,"Craft Rod, Fearsome Spell","36,500 gp",Rod,Occult Adventures,strong,1,73000,36500,,,3961
"Furious Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",1 lb.,The wielder of this metamagic rod can cast up to three spells per day that channel her anger as though using the Furious Spell feat.,"Craft Rod, Furious Spell","1,500 gp",Rod,Occult Adventures,strong,1,3000,1500,,,3962
Furious Metamagic Rod,strong (no school),17,none,"11,000 gp",1 lb.,The wielder of this metamagic rod can cast up to three spells per day that channel her anger as though using the Furious Spell feat.,"Craft Rod, Furious Spell","5,500 gp",Rod,Occult Adventures,strong,1,11000,5500,,,3963
"Furious Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",1 lb.,The wielder of this metamagic rod can cast up to three spells per day that channel her anger as though using the Furious Spell feat.,"Craft Rod, Furious Spell","22,250 gp",Rod,Occult Adventures,strong,1,24500,22250,,,3964
Hollow Rod,strong (no school),15,none,"121,500 gp",5 lbs.,"Slightly smaller and shorter than vril staves (see page 255), hollow rods are hollow silver tubes covered in intricate glyphs and small, flute-like keys. Three times per day, a kineticist can utilize the hollow rod in conjunction with a blast wild talent or the kinetic healer wild talent to augment that talent's destructive or healing capabilities, treating the wild talent as maximized. A hollow rod can't be used on a wild talent affected by metakinesis.","Craft Rod, creator must be a 10th-level kineticist","60,750 gp",Rod,Occult Adventures,strong,5,121500,60750,,,3965
"Logical Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day without emotion components as though using the Logical Spell feat.,"Craft Rod, Logical Spell","1,500 gp",Rod,Occult Adventures,strong,1,3000,1500,,,3966
Logical Metamagic Rod,strong (no school),17,none,"11,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day without emotion components as though using the Logical Spell feat.,"Craft Rod, Logical Spell","5,500 gp",Rod,Occult Adventures,strong,1,11000,5500,,,3967
"Logical Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",1 lb.,The wielder of this rod can cast up to three spells per day without emotion components as though using the Logical Spell feat.,"Craft Rod, Logical Spell","12,250 gp",Rod,Occult Adventures,strong,1,24500,12250,,,3968
Overflowing Rod,moderate evocation,10,none,"25,000 gp",1 lb.,"An overflowing rod amplifies and focuses the side effects of a kineticist's burn. While holding the rod, the kineticist counts as 3 levels higher for the purpose of determining the effects of her elemental overflow ability. If used by a character without elemental overflow, the rod grants its wielder the benefit of elemental overflow as a 3rd-level kineticist (which is generally helpful only to low-level kineticists or kineticists with archetypes that replace elemental overflow with another class feature).","Craft Rod, creator must be a 10th-level kineticist","12,500 gp",Rod,Occult Adventures,moderate,1,25000,12500,,,3969
Refocusing Rod,moderate (no school),10,none,"5,000 gp",1 lb.,"Once per day, a refocusing rod allows an occultist to transfer mental focus using the shift focus class feature without losing any points of focus. He can move focus from one implement  into the rod, and then from the rod into another implement, by spending twice as long as it normally takes him to shift focus (because he's making two transfers). The occultist must transfer the focus from the rod within 10 minutes or the focus is lost.  If an occultist chooses a refocusing rod as one of his implements for the day, he can instead use this ability to transfer focus into the rod and leave it there or transfer focus he already stored in the rod into another implement. In either of these cases, no points of focus are lost in the transfer and it takes the normal amount of time to shift focus instead of twice as long. If the refocusing rod is not one of the occultist's implements for the day, mental focus stored in it can't be used for any purpose except transference to another implement.  Any mental focus transferred into the rod still belongs to the occultist who transferred it. The rod can't be used to transfer mental focus between two users.","Craft Rod, creator must be a 10th-level occultist","2,500 gp",Rod,Occult Adventures,moderate,1,5000,2500,,,3970
"Scarring Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day that weaken her target's will as though using the Scarring Spell feat.,"Craft Rod, Scarring Spell","1,500 gp",Rod,Occult Adventures,strong,1,3000,1500,,,3971
Scarring Metamagic Rod,strong (no school),17,none,"11,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day that weaken her target's will as though using the Scarring Spell feat.,"Craft Rod, Scarring Spell","5,500 gp",Rod,Occult Adventures,strong,1,11000,5500,,,3972
"Scarring Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",1 lb.,The wielder of this rod can cast up to three spells per day that weaken her target's will as though using the Scarring Spell feat.,"Craft Rod, Scarring Spell","22,250 gp",Rod,Occult Adventures,strong,1,24500,22250,,,3973
"Traumatic Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day that cause nightmares as though using the Traumatic Spell feat.,"Craft Rod, Traumatic Spell","4,500 gp",Rod,Occult Adventures,strong,1,9000,4500,,,3974
Traumatic Metamagic Rod,strong (no school),17,none,"32,500 gp",1 lb.,The wielder of this rod can cast up to three spells per day that cause nightmares as though using the Traumatic Spell feat.,"Craft Rod, Traumatic Spell","16,250 gp",Rod,Occult Adventures,strong,1,32500,16250,,,3975
"Traumatic Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",1 lb.,The wielder of this rod can cast up to three spells per day that cause nightmares as though using the Traumatic Spell feat.,"Craft Rod, Traumatic Spell","36,500 gp",Rod,Occult Adventures,strong,1,73000,36500,,,3976
Witching Rod,moderate transmutation,11,none,"31,000 gp",1 lb.,"This especially powerful dowsing rod (see page 248) is typically made of a branch from an ancient tree or shafts forged of rare metals. When used for the dowsing skill unlock in place of a mundane dowsing rod, a witching rod provides a +5 circumstance bonus on the Survival check.  A witching rod can not only detect bodies of water, grave sites, and metal deposits, but can also manipulate substances or souls related to them. The rod can produce the effects of control water, speak with dead (DC 14), or stone shape. Though this ability can typically be used only once per day, a wielder with the ability to use the dowsing occult skill unlock more than once per day can instead produce a spell effect one additional time per day for each additional use of dowsing she has. This doesn't require her to expend uses of dowsing. Only one creature can produce extra uses of the witching rod in this way each day.","Craft Wondrous Item, control water, speak with dead, stone shape","16,500 gp",Rod,Occult Adventures,moderate,1,31000,16500,,,3977
"Eclipsed Metamagic Rod, Lesser",strong (no school),17,none,"1,500 gp",5 lbs.,The wielder can cast up to three spells per day that alter how the spell raises or lowers the illumination level in their affected areas as though using the Eclipsed Spell feat (see page 25).,"Craft Rod, Eclipsed Spell",750 gp,Rod,Blood Of Shadows,strong,5,1500,750,,,4229
Eclipsed Metamagic Rod,strong (no school),17,none,"5,500 gp",5 lbs.,The wielder can cast up to three spells per day that alter how the spell raises or lowers the illumination level in their affected areas as though using the Eclipsed Spell feat (see page 25).,"Craft Rod, Eclipsed Spell","2,750 gp",Rod,Blood Of Shadows,strong,5,5500,2750,,,4230
"Eclipsed Metamagic Rod, Greater",strong (no school),17,none,"12,250 gp",5 lbs.,The wielder can cast up to three spells per day that alter how the spell raises or lowers the illumination level in their affected areas as though using the Eclipsed Spell feat (see page 25).,"Craft Rod, Eclipsed Spell","6,125 gp",Rod,Blood Of Shadows,strong,5,12250,6125,,,4231
Rod Of Delumination,strong evocation,17,none,"35,000 gp",5 lbs.,"This silvery rod is spoon-sized and utterly featureless. A creature holding a rod of delumination can extinguish any ability, item, or spell effect that is acting as a light source simply by pointing one end of the rod at the light and uttering a command word.  Sources of magical light receive a DC 15 Will saving throw to negate this effect and have a Will save bonus equal to half their caster level; if the original caster of the effect is still within the spell's range, the spell can use its caster's Will save bonus instead. If a light source succeeds at its saving throw against a rod of delumination, the same rod cannot affect it again for 24 hours. No other properties of an affected creature, item, or spell are altered other than its ability to shed light; a torch continues to burn, a lantern continues to consume oil, and so on.  The bearer can, if she chooses, utter a second command word to reignite any light source the rod has previously extinguished, provided that the light source's normal duration hasn't expired.","Craft Rod, Snuffing Spell (see page 25)","17,500 gp",Rod,Blood Of Shadows,strong,5,35000,17500,,,4233
"Snuffing Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that extinguish magical and nonmagical sources of light active on the target as though using the Snuffing Spell feat (see page 25).,"Craft Rod, Snuffing Spell","4,500 gp",Rod,Blood Of Shadows,strong,5,9000,4500,,,4236
Snuffing Metamagic Rod,strong (no school),17,none,"32,000 gp",5 lbs.,The wielder can cast up to three spells per day that extinguish magical and nonmagical sources of light active on the target as though using the Snuffing Spell feat (see page 25).,"Craft Rod, Snuffing Spell","16,250 gp",Rod,Blood Of Shadows,strong,5,32000,16250,,,4237
"Snuffing Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that extinguish magical and nonmagical sources of light active on the target as though using the Snuffing Spell feat (see page 25).,"Craft Rod, Snuffing Spell","36,500  gp",Rod,Blood Of Shadows,strong,5,73000,36500,,,4238
Pyroclastic Spike,moderate transmutation,7,none,"28,000 gp",5 lbs.,"This 3-foot-long, magically reinforced obsidian rod is capped with a globe of volcanic glass at one end, and a gleaming spike at the other. Veins of molten earth glow faintly beneath the rod's surface, flowing from a swirling fiery mass at the orb's core.  Once per day, the spiked end can be driven into sand, mud, or loose earth as a move action, into dense soil or loose gravel as a standard action, or into stone or metal as a full-round action. Once anchored, the earth in a path that is 5 feet wide and 30 feet long cracks and erupts with superheated gases in the direction of the wielder's choosing, originating in a square adjacent to the pyroclastic spike. Creatures standing in the path take 2d6 points of fire damage (Reflex DC 16 half) from the flaming jets of sulfuric gases as the ground beneath them begins to liquefy.  One round after anchoring the rod, liquid fire begins to pour from the pyroclastic spike along the affected area, creating a molten river 2 feet deep. The pyroclastic flow deals 10d6 points of fire damage to any barriers it encounters until it is able to flow freely forward to the full range of effect. Creatures in the area of effect automatically take 2d6 points of fire damage each round; those falling prone or held under the liquid fire take 10d6 points of fire damage each round. The molten river persists until the pyroclastic spike is removed from the ground as a full-round action, at which point the affected area immediately cools. Any creature in the molten terrain becomes entangled when the rock cools, but may escape with a successful DC 16 Reflex save.","Craft Rod, firefallAPG","14,000 gp",Rod,Down The Blighted Path,moderate,5,28000,14000,,,4251
Gravitic Force Rod,strong transmutation,15,none,"60,000 gp",4 lbs.,"This heavy leaden rod is carved with a series of glyphs that resemble Terran writing. It has a single activation stud at its base. A creature can activate the rod by pressing the stud or by placing the rod on the ground. Once activated, the rod creates a field of intensified gravity within a 100-foot radius. Creatures within the area weigh twice as much as normal, can move only at half speed, can jump only half as far as normal,  and can lift and carry only half as much as normal. Any flying target has its maneuverability worsened by two steps (from good to poor, for example; minimum clumsy) and plummets to the ground unless it succeeds at a DC 25 Fly check.","Craft Rod, reverse gravity","30,000 gp",Rod,Magic Tactics Toolbox,strong,4,60000,30000,,,4352
Rod Of Hindered Healing,moderate necromancy,7,none,"30,000 gp",4 lbs,"This black steel rod is capped by a circular pattern of pristine human finger bones. While held by a living creature, the rod radiates a moderate aura of negative energy that affects magical healing within a 60-foot radius of the wielder. Living creatures within this area must succeed at a DC 16 Will saving throw whenever they are subject to magic healing or receive only half the normal amount of healing.","Craft Rod, inflict critical wounds","15,000 gp",Rod,Magic Tactics Toolbox,moderate,4,30000,15000,,,4353
Rod Of Perilous Pits,faint enchantment,5,none,"25,000 gp",4 lbs.,"This rod roughly resembles a torch with a small brass cage at the end. The wielder can cast any spell of 3rd level or lower into the rod. The rod can contain one spell at a time; casting a new spell into it replaces the older one. As long as a spell is contained within the rod, the brass cage glows as brightly as a candle. The wielder of a rod of perilous pits can use the rod when casting a pit spell (create pitAPG, hungry pitAPG, and similar spells with ""pit"" in their names). Doing so changes that spell's casting time to a full-round action (or adds 1 round, if the casting time is already at least 1 full round). After successfully casting the pit spell, the rod's wielder can choose to manifest the contained spell inside the summoned pit. The contained spell manifests at the bottom of the pit, but does so after creatures have attempted their initial saves to avoid falling in. This allows the caster to center spells with a duration of instantaneous (such as fireball) or spells with longer durations (such as stinking cloud) within the pit.","Craft Rod, create pitAPG, creator must be a caster of at least 12th level","12,500 gp",Rod,Magic Tactics Toolbox,faint,4,25000,12500,,,4354
Rod Of Spellsight,strong divination,13,none,"12,000 gp",6 lbs,"This beautiful ivory rod is embedded with countless sapphires and covered with intricate designs inlaid in silver. The vision of a rod of spellsight's wielder is unaffected by any magical cloud, fog, mist, smoke, or vapor effect. This allows the wielder to see through the effects of fog cloud, obscuring mist, and even incendiary cloud. The rod does not protect the wearer against blinding effects such as blindness/deafness or the blinding effect of glitterdust.","Craft Rod, gust of wind, true seeing","6,000 gp",Rod,Magic Tactics Toolbox,strong,6,12000,6000,,,4355
Rod Of Subtle Menace,faint enchantment and transmutation,5,none,"12,305 gp",5 lbs.,"This crude shaft of blackened steel functions as a +1 light mace. Those who can see the wielder of the rod feel a vague sense of being in danger. This ominous aura is faint but encourages others to avoid angering the wielder, although they may not realize why. When holding the rod in her hand, the wielder can attempt an Intimidate check in place of a Diplomacy check when trying to gather information and always counts as larger than its target for the purpose of Intimidate checks.","Craft Magic Arms and Armor, Craft Rod, bane","6,152 gp",Rod,Magic Tactics Toolbox,faint,5,12305,6152,,+1 light mace,4358
Rod Of Minor Curses,faint necromancy,5,none,"20,000 gp",4 lbs.,"This rod functions as a +1 light mace and resembles the distorted femur of some monstrous creature. Up to three times per day when the wielder damages a creature with the rod, as a free action, the wielder can force the target to attempt a DC 14 Will save. On a failure, the creature suffers a minor curse. The wielder selects which of the following curses affects the target: -2 penalty to Strength (target's Strength cannot be reduced below 1); -1 penalty on attack rolls, saves, ability checks, and skill checks; or target has a 20% chance to begin each round with the staggered condition. On a successful critical hit, the wielder can inflict two distinct curses if the target fails its save. Otherwise, a target can be subject to only one curse at a time.  Curses inflicted from the rod of minor curses last for 5 minutes. They can also be removed with any spell that can remove the effects of bestow curse.","Craft Magic Arms and Armor, Craft Rod, bestow curse","10,000 gp",Rod,Magic Tactics Toolbox,faint,4,20000,10000,,+1 light mace,4361
Rod Of Tangling Ectoplasm,faint evocation,5,none,"18,000 gp",5 lbs.,"This lengthy rod looks like a walking cane with a stylized crystal skull at its top. As a standard action up to three times per day, the wielder can slam the base of the rod into the ground while designating a target within 60 feet. Grasping hands of ectoplasm manifest from the ground surrounding the target in a 5-foot radius. Creatures within the radius must succeed at a DC 14 Reflex save or they are entangled by the grasping hands and unable to move more than 10 feet from the affected area (as if snared by a net with a trailing rope). Creatures moving through the ectoplasm must also succeed at a Reflex save or be entangled. As a standard action, a creature entangled by the ectoplasm can attempt an additional DC 14 Reflex save to attempt to escape and end the effect. The summoned ectoplasm lasts for 10 rounds before disappearing.","Craft Rod, ectoplasmic snareOA","9,000 gp",Rod,Magic Tactics Toolbox,faint,5,18000,9000,,,4362
Rod Of The Alicorn,moderate conjuration,9,none,"25,000 gp",5 lbs.,"This twisted wooden rod resembles the horn of a unicorn. Three times per day, the user can touch the rod to a target as a standard action and heal it with cure light wounds. Once per day, the user can heal a creature in this way with cure moderate wounds. Once per day, the user can also cast neutralize poison on a target in this way.","Craft Rod, cure light wounds, cure moderate wounds, neutralize poison, creator must be good-aligned","12,500 gp",Rod,Inner Sea Intrigue,moderate,5,25000,12500,,,4380
Aerialist's Rod,faint transmutation,5,none,"3,200 gp",5 lbs.,"A small, metal loop caps each end of this well-worn, 2-foot-long brass rod. Pressing on each of three smooth studs on the rod's surface activates a different special ability. Pressing a stud a second time collapses the rod back into its ordinary form.  Balancing Pole: The rod extends to 7 feet in length and grants its holder a +5 competence bonus on Acrobatics checks and a +3 enhancement bonus on Reflex saving throws. The user must hold the rod in both hands to gain these bonuses, and they apply only on checks and saving throws related to maintaining balance. In this form, the rod also acts as a masterwork quarterstaff.  Tightrope: A line of rope lashes out from each end of the rod, anchoring to create a horizontal tightrope up to 100 feet long. Characters can traverse the tightrope by hanging below it with a successful DC 15 Climb check, or walking atop it with a successful DC 20 Acrobatics check.  Trapeze: Two lines of rope fly from the ends of the rod and anchor in a ceiling up to 40 feet overhead. Using the trapeze requires a successful DC 10 Acrobatics check and allows the user to traverse gaps up to 50 feet wide. If the user is trying to go farther than 50 feet, she can attempt to jump upon releasing her grip. The trapeze counts as a running start for the purposes of performing a long jump, and grants the user a +5 competence bonus on Acrobatics checks to determine how far she can jump. When the user is outdoors, this ability functions only if there are branches, buildings, or other overhangs to which the trapeze can attach.","Craft Rod, animate rope, cat's grace","1,600 gp",Rod,Villain Codex,faint,5,3200,1600,,,4560
Unicorn's Blackened Horn,moderate conjuration and necromancy,11,none,"50,000 gp",5 lbs.,"This long ivory horn is twisted, elegant, and shining, but marring its beautiful length are black, diseased lines of corruption. This item is an intact unicorn's horn that has been horribly tainted by evil forces.  The wielder of the unicorn's blackened horn can be healed by positive energy as well as negative energy, regardless of her creature type, as long as she holds the horn. When holding the horn, a spellcaster can also use its corrupted innocence to shape both positive and negative energy. If the wielder prepares spells, a prepared cure spell (any spell with ""cure"" in its name) can be spontaneously converted as it is cast into any inflict spell (any spell with ""inflict"" in its name) of the same level or lower, and vice versa, even if the cure or inflict spell is not normally on her spell list. When others attempt to use Spellcraft or Knowledge (arcana) to identify a spell cast in this way, the spell appears to be the cure or inflict spell that is being converted (not the spell actually being cast) unless the identifier exceeds the Spellcraft or Knowledge (arcana) DC by 10. In this case, the identifier correctly identifies the spell. Analyze dweomer, greater arcane sight, and similar spells of the same or higher spell level that automatically identify spells reveal the converted spell for what it is.  Furthermore, if the spellcaster is able to spontaneously cast either cure or inflict spells (for an example, see the cleric's spontaneous casting ability), then she can spontaneously cast both cure and inflict spells while wielding the unicorn's blackened horn. If the wielder can channel energy using a class feature, twice per day she can channel the opposite type of energy that she normally channels.  The unicorn's horn imposes 1 permanent negative level on any good creature that is attempting to wield it. The negative level remains as long as the horn is held in hand and disappears when the horn is no longer held. This negative level cannot be overcome in any way (including by restoration spells) while the horn is held.","Craft Rod, harm, heal, creator must be evil-aligned and able to channel energy","25,000 gp",Rod,Healer's Handbook,moderate,5,50000,25000,,,7625
Chastising Baton,moderate necromancy,7,none,"5,000 gp",3 lbs.,"This short metal rod is etched with the outlines of various weapons and is usually owned by strong-armed rulers who keep a tight rein on their nation's military. A chastising baton adds 1 to the saving throw DC of any compulsion spell cast by the wielder and adds the painUM descriptor to the spell. Creatures that succeed at a Will  save against a compulsion spell cast by the wielder are racked with pain, taking 1d6 points of nonlethal damage and becoming sickened for 1 round.","Craft Rod, pain strikeAPG","2,500 gp",Rod,Heroes Of The High Court,moderate,3,5000,2500,,,7641
"Recondite Rod, Lesser",strong (no school),17,none,"5,000 gp",5 lbs.,"This odd, 2-foot-long rod appears to be made out of solidified ectoplasm shot through with energy that pulses brightly at regular intervals, almost like a heartbeat. Three times per day, this rod allows its wielder to cast a psychic spell that could be undercast (such as ego whip or mind thrust) at 1 level higher, even if the wielder doesn't know the higher-level spell or can't cast spells of that level. The spell uses the same spell slot and save DC as that of the lower-level spell, but creates the effects of the higher-level spell. For example, the wielder could use this rod to cast mind thrust I, with the effect of mind thrust II. This rod can't be used to cast the highest-level spell of a particular group. The wielder must the able to cast the lower-level spell to use this rod. Using this rod is part of the action of casting the modified spell. A lesser  recondite rod can be used with spells of 3rd level or lower. A recondite rod can be used with spells of 6th level or lower. A greater recondite rod can be used with spells of 8th level or lower.","Craft Rod, Empower Spell, the creator must know at least one spell that can be undercast","2,500 gp",Rod,Psychic Anthology,strong,5,5000,2500,,,7647
Recondite Rod,strong (no school),17,none,"18,000 gp",5 lbs.,"This odd, 2-foot-long rod appears to be made out of solidified ectoplasm shot through with energy that pulses brightly at regular intervals, almost like a heartbeat. Three times per day, this rod allows its wielder to cast a psychic spell that could be undercast (such as ego whip or mind thrust) at 1 level higher, even if the wielder doesn't know the higher-level spell or can't cast spells of that level. The spell uses the same spell slot and save DC as that of the lower-level spell, but creates the effects of the higher-level spell. For example, the wielder could use this rod to cast mind thrust I, with the effect of mind thrust II. This rod can't be used to cast the highest-level spell of a particular group. The wielder must the able to cast the lower-level spell to use this rod. Using this rod is part of the action of casting the modified spell. A lesser  recondite rod can be used with spells of 3rd level or lower. A recondite rod can be used with spells of 6th level or lower. A greater recondite rod can be used with spells of 8th level or lower.","Craft Rod, Empower Spell, the creator must know at least one spell that can be undercast","9,000 gp",Rod,Psychic Anthology,strong,5,18000,9000,,,7648
"Recondite Rod, Greater",strong (no school),17,none,"40,500 gp",5 lbs.,"This odd, 2-foot-long rod appears to be made out of solidified ectoplasm shot through with energy that pulses brightly at regular intervals, almost like a heartbeat. Three times per day, this rod allows its wielder to cast a psychic spell that could be undercast (such as ego whip or mind thrust) at 1 level higher, even if the wielder doesn't know the higher-level spell or can't cast spells of that level. The spell uses the same spell slot and save DC as that of the lower-level spell, but creates the effects of the higher-level spell. For example, the wielder could use this rod to cast mind thrust I, with the effect of mind thrust II. This rod can't be used to cast the highest-level spell of a particular group. The wielder must the able to cast the lower-level spell to use this rod. Using this rod is part of the action of casting the modified spell. A lesser  recondite rod can be used with spells of 3rd level or lower. A recondite rod can be used with spells of 6th level or lower. A greater recondite rod can be used with spells of 8th level or lower.","Craft Rod, Empower Spell, the creator must know at least one spell that can be undercast","20,250 gp",Rod,Psychic Anthology,strong,5,40500,20250,,,7649
"Rod Of The Thriceborn, Lesser",moderate divination,5,none,"2,500 gp",5 lbs.,"The wielder of this elongated triangular prism can cast up to three spells per day for which the spell's targets must roll three times for their saving throws and take the middle of the three results, as per threefold sight. A lesser rod of the thriceborn can affect spells up to 3rd level, a rod of the thriceborn can affect spells up to 6th level, and a greater rod of the thriceborn can affect spells up to 9th level. A rod of the thriceborn can't be used in conjunction with metamagic rods or the Persistent Spell feat.","Craft Rod, threefold sight","1,250 gp",Rod,Legacy Of The First World,moderate,5,2500,1250,,,7706
