Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Saltspray Ring,faint conjuration and transmutation,5,ring,"4,500 gp",-,"This mithral ring is engraved with a pattern of rolling waves that encircles the entire band. The saltspray ring is immune to rust, both from natural oxidation and rust caused by magical effects.  Upon command, the ring causes a thick vapor to continuously surround its owner as per obscuring mist, except the mist has a 10-foot radius from the wearer and the area of effect moves with the wearer. This mist is exceedingly wet and extinguishes all nonmagical fires within its area. Magical fires and creatures with the fire subtype are not dispelled or adversely affected by the mist, though such creatures find being in the fog to be an uncomfortable experience. The mist does not permit aquatic creatures without the amphibious special quality to breathe out of water, but creatures that must remain wet or suffer a negative effect or condition have that requirement satisfied by the ring's effect. This effect can be dismissed as a standard action. The ring has no effect whatsoever underwater.","Forge Ring, obscuring mist, quench","2,250 gp",Ring,AP 121,faint,0,4500,2250,,,7815
Bracers Of Volcanic Might,moderate abjuration and evocation,10,wrists,"15,000 gp",2 lbs.,"Magma oozes out of cracks in these obsidian bracers. Once per day as a swift action, you can gain the benefits of fire shield [warm] and stoneskin [50 points] until the beginning of your next turn. If you activate these bracers as a standard action, the effect lasts for 5 rounds instead.","Craft Wondrous Item, fire shield, stoneskin","7,500 gp",Wondrous Item,PFS 8-25,moderate,2,15000,7500,,,7816
Fossilblight,strong evocation,18,none,,6 lbs.,"This +3 keen adamantine heavy pick emits dim light from its diamond head. Once per day, as a swift action, the wielder can cause Fossilblight to ignore the hardness or DR of a single object or creature (including DR/mythic) within 60 feet for the next 10 minutes. This weapon is capable of making critical hits against elementals, despite that creature type's normal immunity to such attacks. Whenever the bearer a critical hit, as an immediate action she can voluntarily let go of Fossilblight and have the weapon pin the target against any adjacent solid object. The weapon's CMD for the purpose of escaping this effect is equal to half the damage dealt with the critical hit. A creature pinned in this way takes 2d6+6 points of damage at the end of its turn for the first 3 rounds in which it remains pinned.  For each Earth Affinity boon Fossilblight's wielder has, increase the artifact's effective enhancement bonus by 1 (maximum +5).",,,Artifact,PFS 8-25,strong,6,0,0,,+3 keen adamantine heavy pick,7817
The Breath Of Lysianassa,strong conjuration and transmutation,18,none,,4 lbs.,"This decanter can pour limitless quantities of water, much like a decanter of endless water except that its geyser function deals 5d4 points of damage per round (10d4 to a creature with the fire subtype). A creature that touches The Breath of Lysianassa gains the benefits of water breathing for 8 hours. Its bearer also gains fire resistance 30.  While holding the decanter in one hand, the wielder can command the decanter to exude a refreshing mist in a 30-foot-radius cloud centered on the wielder that moves wherever the wielder does. Creatures in the area gain fire resistance 10, which increases to fire resistance 30 against the fire-dominant planar trait. Creatures with the aquatic or water subtype in the area gain fast healing 5. This mist does not obscure sight, and it lasts until dismissed by the wielder or until the decanter is no longer held.  For each Water Affinity boon the decanter's wielder has, he can use the artifact to cast quench (CL 18th) once per day.",,,Artifact,PFS 8-25,strong,4,0,0,,,7818
The Untouchable Opal,overwhelming transmutation,20,none,,4 lbs.,"Three times per day as a full-round action, the bearer of the Untouchable Opal can call upon its power to create a violent thunderstorm, creating a 60-foot-radius column of swirling air that increases the area's wind strength by two steps (maximum severe winds) and allowing the bearer to direct bolts of lightning as call lightning storm. These bolts deal 5d10 electricity damage each, as though they were created outdoors in a stormy area.  Once per day as a standard action, the Untouchable Opal can also summon an elder air elemental with maximum hit points. This creature serves the bearer until slain; only one such elemental can be summoned at a time.  For each Air Affinity boon the gem's wielder has, she can use the artifact to cast chain lightning (CL 20th, DC 24) once per day.",,,Artifact,PFS 8-25,none,4,0,0,,,7819
Ioun Gauntlet,faint divination and evocation,5,hand,"1,600 gp",5 lbs.,"Much like wayfinders, an ioun gauntlet grants enhanced or altogether new abilities depending on the type of ioun stone inserted into its matrix. In its base form, an ioun gauntlet grants its wearer the ability to cast detect magic as a spell-like ability once per day. When the detect magic effect is active, the gauntlet also sheds illumination as light in the 60- foot cone of the detect magic effect.  An ioun gauntlet features a single matrix in the back of the hand, suitable for one ioun stone. When an ioun stone is inserted into the matrix as a standard action, the wearer gains the associated bonus from the ioun stone as well an additional effect based on the shape of the ioun stone inserted, as listed below. While a creature can put on two ioun gauntlets, the wearer gains the additional benefit from only one inserted ioun stone.  Cabochon: +1 enhancement bonus on Acrobatics checks.  Disk: +1 enhancement bonus on Linguistics checks.  Ellipsoid: +1 enhancement bonus on Knowledge (arcana) checks.  Nodule: +1 enhancement bonus on Knowledge (geography) checks.  Pentacle: +1 enhancement bonus on Knowledge (religion) checks.  Prism: +1 enhancement bonus on Perception checks.  Pyramid: +1 enhancement bonus on Appraise checks.  Rhomboid: +1 enhancement bonus on Stealth checks.  Sphere: +1 enhancement bonus on Sense Motive checks.  Spindle: Bonus language (Aboleth).  Star: +1 enhancement bonus on Knowledge (nobility) checks.  Trillian: +1 enhancement bonus on Bluff checks.","Craft Wondrous Item, detect magic, light",800 gp,Wondrous Item,AP 122,faint,5,1600,800,,,7820
Necklace Of Air Adaptation,moderate transmutation,7,neck,"10,000 gp",-,"This necklace grants an aquatic wearer the ability to breathe air, and renders it amphibious as per the universal monster rule, allowing it to survive on land indefinitely. The necklace also gives the wearer a base speed of 30 feet (or a +10 enhancement bonus to its base speed, if the wearer's speed is already at least 30 feet).","Craft Wondrous Item, air breathing (Pathfinder RPG Monster Codex 189), expeditious retreat","5,000 gp",Wondrous Item,AP 122,moderate,0,10000,5000,,,7821
Figurine Of Wondrous Power (pearl dolphin),moderate enchantment and transmutation,11,none,"7,600 gp",5 lbs.,"This 2-inch-long pearl figurine turns into a dolphin on command (but it retains its composition, which gives it hardness 10). The dolphin follows the verbal commands of the creature who spoke the command word and will follow commands as a summoned creature. With a second command word, the dolphin will swim to an indicated location at double its swim speed, bearing a message just like a creature affected by an animal messenger spell.  The pearl dolphin can maintain its nonfigurine status for only 24 hours per week. The duration need not be continuous, but it must be used in 1-hour increments.","Craft Wondrous Item, animal messenger, animate objects","3,800 gp",Wondrous Item,AP 122,moderate,5,7600,3800,,,7822
Azlanti Orrery,moderate enchantment and transmutation,15,none,,"1,750 lbs.","This immense brass, bronze, and crystal orrery models Golarion's solar system as it was in the Age of Legend. If consulted for 10 minutes or more, the orrery grants a +5 circumstance bonus on Knowledge (geography) checks to navigate or to answer questions about outer space. Once per month, it can be used to contact alien minds on far-flung worlds-this works identically to the spell contact other plane (use the demigod line to determine the effects of the spell or ability score decreases).",,,Artifact,AP 122,moderate,1750,0,0,,,7823
Arbalest Cloak,moderate transmutation,9,shoulders,"9,000 gp",8 lbs.,"Images of ballistae ornament this metallic cloak, which fits easily over armor and other bulky clothing. The wearer can activate this cloak as a swift action, causing the garment to splay outward for 1 round, its jagged hem protruding around the wearer in stiff, sharp points. While the cloak is active, the wearer counts as wearing masterwork armor spikes with which she is proficient, and she can walk on air (as though using the air walk spell). If she's riding a mount, the air walk effect instead affects the mount while the cloak is active, and the mount can move with the item's help even if it's not specially trained to move with the aid of air walk. If the wearer (or her mount) isn't standing on a solid surface by the end of the round, she immediately falls, taking any applicable falling damage.  In addition, on her first successful charge attack during the round the cloak is active, the wearer deals an additional 1d6 points of piercing damage (1d4 if she is Small), plus another 1d6 (or 1d4 if she is Small) for every 20 feet the wearer traveled in a straight line during the charge (maximum 3d6).  This cloak can be activated up to three times per day, but not more often than once per minute.","Craft Wondrous Item, air walk, bull's strength","4,500 gp",Wondrous Item,AP 122,moderate,8,9000,4500,,,7824
Electro-Temporal Bracer,strong transmutation,17,wrists,"32,000 gp",1 lb.,"This rune-carved bracelet is made of thick, bright gold and allows the wearer to manipulate time through electricity magic. As a swift action, the wearer can activate the bracer, creating a nimbus of crackling blue energy that surrounds the hand wearing the electro-temporal bracer for up to 3 minutes each day. This duration need not be continuous, but it must be used in 1-minute increments. While the nimbus is active, spells with the electricity descriptor cast by the wearer have an additional effect, chosen by the wearer as each spell is cast: the spell dazzles all targets of the spell for 1 round, the spell staggers a single target of the spell for 1 round, or the spell provides a single target of the spell the benefits of haste for 1 round. The staggered and haste effects affect only one target selected by the caster as the spell is cast, even if the spell affects multiple targets. There is no saving throw for these additional effects, but a target that avoids the effects of the electricity spell entirely (such as by negating the effect with a successful save, or by having immunity to the spell's damage) is not subject to the additional effect. (A target of an additional effect that successfully saves against the electricity spell but still takes partial damage is still subject to the additional effect.)  If the wearer takes at least 50 points of electricity damage from a single source (such as a trap or a spell), the wearer immediately benefits from the effects of time stop, and the electro-temporal bracer ceases functioning for 1 month.","Craft Wondrous Item, haste, slow, time stop","16,000 gp",Wondrous Item,AP 122,strong,1,32000,16000,,,7825
Regression Mine,moderate enchantment,10,none,"1,500 gp",2 lbs.,"A regression mine is a nondescript plate of metal that can be armed to deliver a terrible, mind-affecting curse. Arming the mine requires a move action, and deploying it in an adjacent square requires a standard action. An armed regression mine must be deployed within 3 rounds; otherwise, it must be rearmed before it can be deployed.  Once it has been deployed, a regression mine triggers when any creature enters its space. The triggered mine emits an invisible magical field in a 20-foot-radius burst centered on itself, which lasts for 1 minute before dissipating. Creatures in this field when the mine activates or that enter it while it remains active are confused and take a -4 penalty to their Intelligence scores as long as they remain in the field and for 1 minute thereafter. When a creature with the confused condition from this effect determines its action, it must reroll any result that isn't ""attack nearest creature"" and take the second result.  A creature in the field of a regression mine can avoid its effects with a successful DC 15 saving throw, but it must continue attempting saving throws at the same DC each round it remains within the regression mine's field.  A regression mine is a single-use item; once triggered, the mine is inert and nonmagical. An armed regression mine in the area of another regression mine's active field automatically triggers; therefore, a string of carefully placed mines can be activated in quick succession when only one of them is triggered. An armed or active regression mine can be disabled with a successful DC 30 Disable Device check. Failing the check to disable an armed regression mine by more than 5 immediately triggers it. If an active mine is disabled, its magical field immediately collapses. A regression mine is inherently unstable; a creature that takes damage while carrying an armed regression mine must succeed at a DC 15 Reflex saving throw, or the mine immediately activates.","Craft Wondrous Item, confusion",750 gp,Wondrous Item,AP 122,moderate,2,1500,750,,,7826
Slime Tendril,overwhelming transmutation,20,none,,4 lbs.,"A horrid, slimy whip crafted from a severed aboleth's tentacle, the slime tendril grants the wielder unpleasant transformative powers akin to those of the aboleths. The wielder of the slime tendril can breathe water as well as air, as if under a constant water breathing effect.  The slime tendril functions as a +3 quenchingUE scorpion whipUC. Three times per day as an immediate action, when the wielder damages a creature with the slime tendril, the wielder can force the creature to attempt a DC 20 Fortitude saving throw. Victims who fail this save are subjected to an aboleth's slime extraordinary ability (Pathfinder RPG Bestiary 8).  Use of the slime tendril imparts a slow, terrible transformation upon the wielder. One day after the wielder first uses the slime tendril to affect another creature with the slime ability, the wielder's skin grows rubbery, increasing her natural armor bonus by 2. One week later, the wielder gains the aquatic subtype and the amphibious special quality, and she starts to experience strange dreams of cyclopean architecture in cavernous ocean trenches and a strong desire to live in the open ocean. If the wielder subsequently refrains from using the weapon's slime ability, these changes reverse after 1d4 months. Each time the wielder uses the weapon's slime ability during this time, she must succeed at a DC 20 Fortitude saving throw or transform permanently into a skum, using the statistics on page 253 of the Bestiary in place of her own. This transformation cannot be reversed while the wielder carries the slime tendril, and a wish or a miracle is required to reverse it otherwise. A wielder transformed into a skum by the slime tendril has a soul-piercing longing for the ocean and takes 1d4 Wisdom drain each day she spends on dry land.  Aboleths within 10 miles of the slime tendril automatically become aware of the weapon's distance and direction, and they can use their dominate monster spell-like ability on the slime tendril's wielder as if the wielder were in the ability's normal range.",,,Artifact,AP 122,none,4,0,0,,3 quenchingUE scorpion whip,7827
Staff Of Curchanus,moderate transmutation,8,none,"26,600 gp",5 lbs.,"This stout staff is made of wood and capped with steel. Elongated carvings of smiling beasts adorn its length. The staff of Curchanus functions as a +1/+1 quarterstaff and allows the use of the following spells.  • Charm animal (1 charge)  • Longstrider (1 charge)  • Monkey fishACG (1 charge)  • Speak with animals (1 charge)  • Greater longstriderACG (2 charges)  If the staff's wielder has the Fleet feat, castings of greater longstrider, longstrider, or monkey fish from the staff are automatically extended, as the Extend Spell feat. If the wielder has the Animal Affinity feat, then charm animal or speak with animals spells cast from the staff are automatically extended, as the Extend Spell feat. This does not increase the spells' level or casting time.","Craft Magic Arms and Armor, Craft Staff, charm animal, greater longstriderACG, longstrider, monkey fishACG, speak with animals","13,600 gp",Staff,AP 122,moderate,5,26600,13600,,,7828
Unctuous Waders,moderate transmutation,7,feet,"67,200 gp",6 lbs.,"Created by a race of unknown undersea creatures only passingly familiar with humanoid physiology, these tall, uncomfortable boots are made of slimy skin that wriggles slightly. The boots function as slippers of the tritonUE, allowing the wearer to breathe and swim underwater. The boots constantly murmur telepathically to the wearer, alternating between sycophantic praise of the wearer's prowess and smug assurance that the boots will ensure that the wearer comes to no harm while underwater. The unctuous waders urge the wearer to explore beneath the waves, hoping to find some clues as to their creators and purpose, which the boots have long ago forgotten. If the wearer goes for more than a week without submerging herself in the ocean, the unctuous waders become less obsequious and more demanding. The unctuous waders can remove the ability to allow the wielder to breathe underwater, which they might do as a threat to compel obedience, or out of mere petulance.  Three times per day as a standard action, the unctuous waders can exude slimy water from the heels to propel the user, as the slipstream spell.","Craft Wondrous Item, ride the wavesUM, slipstreamAPG","36,600 gp",Wondrous Item,AP 122,moderate,6,67200,36600,,,7829
Wave Harp,faint evocation,3,none,"7,500 gp",8 lbs.,"The wave harp is an unusual musical instrument that was popular in ancient Azlant. Three thin mithral rods extend from a thick plate, emitting invisible, short-range fields that respond to specific movements with notes of different pitches and timbres. Plucking the air between the mithral rods creates a variety of tones that a skilled musician can work into complicated chords and melodies.  The music of a wave harp is usually thin and high pitched, even when the lower notes are played closest to the plate. A wave harp is generally placed upon a stool or table at waist height to the musician, but it can be fitted with a strap to hang in front of the musician like a marching drum. As the necessary finger-motions are something between playing an organ and a zither, a musician can use either Perform (keyboard) or Perform (strings) to play a wave harp, although a musician without ranks in both skills takes a -4 penalty on his Perform checks.  There is no limit to the time a wave harp can be played as a mundane instrument, but the device has two additional magical effects that can be activated by anyone playing the wave harp as a standard action three times per day. First, the musician can conjure a pair of ghostly hands made of sonic energy to assist in plucking the air for 1 minute; the hands automatically assist the wearer with Perform checks, providing a +2 bonus on Perform checks with the instrument for 1 minute. These hands also absorb errant noises that would impact the performance, providing the musician with sonic resistance 10. Second, the musician can cause the wave harp to emit a discordant wail. The musician attempts a DC 15 Perform check with the wave harp; on a success, all creatures within 30 feet other than the musician take a -2 penalty on saving throws against sonic effects for 1 round, plus 1 additional round for every 5 points by which the Perform check result exceeds the DC.","Craft Wondrous Item, minor image, sound burst","3,750 gp",Wondrous Item,AP 122,faint,8,7500,3750,,,7830
Insightful Scroll Case,faint divination,5,none,"5,000 gp",2 lbs.,"When magic scrolls are stored inside this electrum scroll case, glowing blue runes appear on the surface of the tube, indicating what spells are on the scrolls currently stored within. If the user has the spells on her spell list, she can read the runes while holding the scroll case in hand to cast spells from a scroll within the case as though it were in her hand. Casting spells from the scrolls in the case otherwise works as normal, and the scrolls inside the case are depleted as normal. The scroll case holds a maximum of five magic scrolls, and scrolls stored within are protected against fire, water, and other damage.","Craft Wondrous Item, arcane sight, resist energy","2,500 gp",Wondrous Item,AP 123,faint,2,5000,2500,,,7831
Ring Of Resistance +1,faint abjuration,5,ring,"1,500 gp",-,Protective symbols adorn this magic ring. It functions as a cloak of resistance with an equivalent bonus.,"Forge Ring, resistance, creator's caster level must be at least three times the ring's bonus",750 gp,Ring,AP 123,faint,0,1500,750,,,7832
Ring Of Resistance +2,faint abjuration,5,ring,"6,000 gp",-,Protective symbols adorn this magic ring. It functions as a cloak of resistance with an equivalent bonus.,"Forge Ring, resistance, creator's caster level must be at least three times the ring's bonus","3,000 gp",Ring,AP 123,faint,0,6000,3000,,,7833
Ring Of Resistance +3,faint abjuration,5,ring,"13,500 gp",-,Protective symbols adorn this magic ring. It functions as a cloak of resistance with an equivalent bonus.,"Forge Ring, resistance, creator's caster level must be at least three times the ring's bonus","6,750 gp",Ring,AP 123,faint,0,13500,6750,,,7834
Ring Of Resistance +4,faint abjuration,5,ring,"24,000 gp",-,Protective symbols adorn this magic ring. It functions as a cloak of resistance with an equivalent bonus.,"Forge Ring, resistance, creator's caster level must be at least three times the ring's bonus","12,000 gp",Ring,AP 123,faint,0,24000,12000,,,7835
Ring Of Resistance +5,faint abjuration,5,ring,"37,500 gp",-,Protective symbols adorn this magic ring. It functions as a cloak of resistance with an equivalent bonus.,"Forge Ring, resistance, creator's caster level must be at least three times the ring's bonus","17,750 gp",Ring,AP 123,faint,0,37500,17750,,,7836
Headband Of Twisted Intellect,moderate transmutation,10,headband,"8,000 gp",1 lb.,"This strange metal headband of vast intellect +2 is crafted in the shape of intertwined tentacles and adorned with runes in the Aboleth language. When a creature dons the headpiece, the tentacles seem almost alive, changing their size and shape to fit the contours of the wearer's head.  The headband has two special indentations for ioun stones similar to those found in a wayfinder. When an ioun stone is inserted into one of the slots, the tentacles animate for a moment, adjusting themselves around the slot to accommodate the shape of the ioun stone. The wearer benefits from the ioun stone's effect as though the stone were orbiting her head.  The headband uses a more refined version of the same technology that powers a wayfinder. First, it coaxes two ioun stones to manifest their resonant powers simultaneously. Furthermore, the slotted ioun stones do not suppress the headband's own magical abilities. However, if the wearer is also carrying, wearing, or wielding a wayfinder or any similar item into which ioun stones can be inserted, the two items suppress one another's abilities, but both return to normal when one is set aside.","Craft Wondrous Item, fox's cunning, creator must be an aboleth","4,000 gp",Wondrous Item,AP 123,moderate,1,8000,4000,,,7837
Ioun Memory Node Type I,strong transmutation,13,none,"6,000 gp",-,"When this ioun stone is embedded in a clockwork construct, it grants the recipient humanlike sentience, as per the awaken construct spell. The transformation is not permanent, and regardless of the body a stone is embedded in, the creature in which it's embedded always gains the same alignment, Charisma score increase, Intelligence score, language, memories, personality, and skills. These statistics depend on the ioun memory node type, as noted in the table below.  Type Int Cha Skills Languages Max HD  I 7 +2 1 1 4  II 10 +5 2 1 8  III 12 +7 3 2 12  IV 15 +10 4 3 16  The skills, languages, and alignment are chosen when the node is created. The node grants a number of skill ranks in those skills equal to the clockwork's Hit Dice. Unlike awaken construct, an ioun memory node doesn't grant feats. A clockwork that is already intelligent can access the memories collected in the ioun memory node but is otherwise unaffected. A clockwork whose number of Hit Dice exceeds the maximum HD for that type of ioun memory node is unaffected.","Craft Wondrous Item, awaken constructOA","3,000 gp",Wondrous Item,AP 123,strong,0,6000,3000,,,7838
Ioun Memory Node Type II,strong transmutation,13,none,"14,000 gp",-,"When this ioun stone is embedded in a clockwork construct, it grants the recipient humanlike sentience, as per the awaken construct spell. The transformation is not permanent, and regardless of the body a stone is embedded in, the creature in which it's embedded always gains the same alignment, Charisma score increase, Intelligence score, language, memories, personality, and skills. These statistics depend on the ioun memory node type, as noted in the table below.  Type Int Cha Skills Languages Max HD  I 7 +2 1 1 4  II 10 +5 2 1 8  III 12 +7 3 2 12  IV 15 +10 4 3 16  The skills, languages, and alignment are chosen when the node is created. The node grants a number of skill ranks in those skills equal to the clockwork's Hit Dice. Unlike awaken construct, an ioun memory node doesn't grant feats. A clockwork that is already intelligent can access the memories collected in the ioun memory node but is otherwise unaffected. A clockwork whose number of Hit Dice exceeds the maximum HD for that type of ioun memory node is unaffected.","Craft Wondrous Item, awaken constructOA","7,000 gp",Wondrous Item,AP 123,strong,0,14000,7000,,,7839
Ioun Memory Node Type III,strong transmutation,13,none,"24,000 gp",-,"When this ioun stone is embedded in a clockwork construct, it grants the recipient humanlike sentience, as per the awaken construct spell. The transformation is not permanent, and regardless of the body a stone is embedded in, the creature in which it's embedded always gains the same alignment, Charisma score increase, Intelligence score, language, memories, personality, and skills. These statistics depend on the ioun memory node type, as noted in the table below.  Type Int Cha Skills Languages Max HD  I 7 +2 1 1 4  II 10 +5 2 1 8  III 12 +7 3 2 12  IV 15 +10 4 3 16  The skills, languages, and alignment are chosen when the node is created. The node grants a number of skill ranks in those skills equal to the clockwork's Hit Dice. Unlike awaken construct, an ioun memory node doesn't grant feats. A clockwork that is already intelligent can access the memories collected in the ioun memory node but is otherwise unaffected. A clockwork whose number of Hit Dice exceeds the maximum HD for that type of ioun memory node is unaffected.","Craft Wondrous Item, awaken constructOA","12,000 gp",Wondrous Item,AP 123,strong,0,24000,12000,,,7840
Ioun Memory Node Type IV,strong transmutation,13,none,"36,000 gp",-,"When this ioun stone is embedded in a clockwork construct, it grants the recipient humanlike sentience, as per the awaken construct spell. The transformation is not permanent, and regardless of the body a stone is embedded in, the creature in which it's embedded always gains the same alignment, Charisma score increase, Intelligence score, language, memories, personality, and skills. These statistics depend on the ioun memory node type, as noted in the table below.  Type Int Cha Skills Languages Max HD  I 7 +2 1 1 4  II 10 +5 2 1 8  III 12 +7 3 2 12  IV 15 +10 4 3 16  The skills, languages, and alignment are chosen when the node is created. The node grants a number of skill ranks in those skills equal to the clockwork's Hit Dice. Unlike awaken construct, an ioun memory node doesn't grant feats. A clockwork that is already intelligent can access the memories collected in the ioun memory node but is otherwise unaffected. A clockwork whose number of Hit Dice exceeds the maximum HD for that type of ioun memory node is unaffected.","Craft Wondrous Item, awaken constructOA","18,000 gp",Wondrous Item,AP 123,strong,0,36000,18000,,,7841
Dagon's Eye,faint divination and evocation,5,none,"12,600 gp",2 lbs.,"This chunk of yellow crystal glows like a torch, shedding normal light in a 20-foot radius and increasing the light level for an additional 20 feet by one step, up to normal light. The crystal floats in the air 1 foot above any solid surface and can be moved with little effort.  Any form of Abyssal writing (books, scrolls, etc.) read by the light of Dagon's eye can be understood by any creature that perceives it, as if under the effects of a comprehend languages spell.  If any form of Celestial writing is placed in the light of Dagon's Eye, the words erupt into a searing fireball that deals 6d6 points of fire damage to all creatures within 20 feet of the writing. Creatures in the area take only half damage with a successful DC 14 Reflex save. This ability functions once every 10 minutes.","Craft Wondrous Item, comprehend languages, explosive runes, creator must worship a demon lord","6,300 gp",Wondrous Item,AP 124,faint,2,12600,6300,,,7842
Seaspike,strong conjuration and transmutation,12,weapon,"70,338 gp",3 lbs.,"This elegant, short-hafted spear has a razor-sharp head carved from a single piece of ivory. A twisting ring of ivory and jade tentacles hovers and slowly rotates just beneath the spearhead. Along the walnut haft sparkle tiny chips of peridot, each the size of a pinhead. Seaspike is a +3 aberration bane shortspear with three special properties.  First, the wielder of Seaspike can cast fire shield (chill) on herself three times per day as a 7th-level sorcerer. The chill shield takes the appearance of luminous blue and green flames that swirl around the wielder as if underwater.  Second, Seaspike grants its wielder a swim speed of 30 feet when held. If the wielder already has a swim speed, Seaspike increases the swim speed by 10 feet.  Third, Seaspike is treated as a light weapon for purposes of the Weapon Finesse feat and other similar abilities.","Craft Weapon, fire shield, magic weapon, creator must have the Weapon Finesse feat, creator must have 5 ranks in Swim","35,169 gp",Weapon,AP 124,strong,3,70338,35169,,+3 aberration bane shortspear,7843
Shell Of Sending,moderate evocation,7,none,"12,200 gp",-,"This conch shell measures only a few inches long and shimmers with a delicate pink color. Shells of sending always come in pairs, with each shell attuned to the other. If pairs are mixed up or lost, a shell of sending can be attuned to a new shell of sending in a process that takes 24 hours.  Once per day, anyone holding a shell of sending can whisper up to 25 words into the shell. The sender's words emerge from the second shell, audible to anyone holding the attuned shell, as long as the receiver is on the same plane of existence. If the receiver wishes, she can send a return message of up to 25 words.  Anyone eavesdropping on either sender or receiver must attempt a DC 14 Will saving throw. On a success, an eavesdropper can hear the speakers normally. On a failure, the speakers seem to be relaying gibberish and nonsense words to each other. Creatures who fail this saving throw by 5 or more are deafened for 1d4 minutes.","Craft Wondrous Item, sending","6,100 gp",Wondrous Item,AP 124,moderate,0,12200,6100,,,7844
Gauntlets Of The Deep,moderate abjuration,7,hands,"5,000 gp",2 lbs.,"These gloves are covered in fish scales and always feel cold and wet to the touch. While wearing these gauntlets, after a 24-hour attunement period, the wearer can throw a weapon that deals piercing damage underwater without penalty, using the weapon's normal range increment. When the wielder attacks a target in water from land, regardless of the weapon the wielder is using, the target doesn't benefit from cover or total cover for being in water.","Craft Wondrous Item, freedom of movement","2,500 gp",Wondrous Item,AP 124,moderate,2,5000,2500,,,7845
Hollow Mask,faint conjuration,5,head,"3,000 gp",2 lbs.,"This porous wooden mask fits against the wearer's face much more tightly than its bulky, abstract design suggests. The mask is capable of storing air; the wearer can breathe normally underwater for 5 minutes before he has to hold his breath. While underwater, so long as there is still air left in the mask, it converts speech into vibrations in the water and vice versa, allowing the wearer to speak normally and hear the speech of other creatures wearing hollow masks within 60 feet as though they were not underwater. After a wearer has used the mask underwater, the mask needs an equal amount of time (maximum 5 minutes) to replenish its air supply.","Craft Wondrous Item, air bubbleUC, message","1,500 gp",Wondrous Item,AP 124,faint,2,3000,1500,,,7846
Wavecutter's Figurine,faint transmutation,3,none,"6,000 gp",2 lbs.,"This rune-carved wooden statuette of a fish feels very slippery. When placed at the helm of any Large water vehicle (such as a rowboat or ship's boat), the friction between the boat and water is reduced considerably, allowing the boat to glide through the water more smoothly and swiftly. The boat gains a +20-foot enhancement bonus to its maximum speeds.","Craft Wondrous Item, touch of the seaAPG","3,000 gp",Wondrous Item,AP 124,faint,2,6000,3000,,,7847
Elixir Of Concordance,moderate evocation,7,none,"1,100 gp",-,"This elixir is barely an ounce of blue-gold bubbling liquid. For 1 minute after drinking this elixir, a blue-gold aura surrounds the imbiber, shining light as per a candle. Each arcane spell cast by the imbiber during this time gains a +1 enhancement bonus to the DC of saving throws against the spell, and the spell can be cast as if one of the following metamagic feats were applied to it without increasing the spell level or casting time: Enlarge Spell, Extend Spell, Silent Spell, or Still Spell. The imbiber can choose which metamagic feat to apply each time she casts a spell and can use different metamagic feats throughout the duration of the elixir's effects.","Craft Wondrous Item, arcane concordanceAPG",650 gp,Wondrous Item,AP 125,moderate,0,1100,650,,,7848
Pearlescent Pyramid Ioun Stone,strong conjuration,12,none,"48,000 gp",-,"This ioun stone resembles a small, pearl-white tetrahedron. This stone grants the ghost touch special ability to the user's unarmed strikes and to melee weapons she wields. The user can also focus her gaze as a standard action and gain the benefits of see invisibility for 1 round. If the user is incorporeal, corporeal melee weapons she touches gain the ghost touch special ability, allowing her to pick up and use corporeal melee weapons as normal.  Resonant Power: This stone grants the ghost touch special ability to normal or masterwork light armor the user has worn for at least 24 hours. This benefit lasts as long as the armor is in the user's possession.  Cracked: This stone functions as normal, but the user's unarmed strikes and melee weapons lose all enhancement bonuses and other weapon special abilities except for the ghost touch special ability granted by this stone (although a magic weapon that loses its enhancement bonuses still counts as a magic weapon for the purpose of overcoming damage reduction). Price: 32,000 gp.  Flawed: This stone functions as normal, but it doesn't grant the user the benefits of see invisibility. Price: 45,000 gp.","Craft Wondrous Item, creator must be 12th level","24,000 gp",Wondrous Item,AP 125,strong,0,48000,24000,,,7849
Azure Briolette Ioun Stone,strong enchantment and necromancy,12,none,"15,000 gp",-,"This pear-shaped ioun stone sparkles in a brilliant blue color. Whenever a creature fails a saving throw against a mind-affecting spell cast by this ioun stone's user, the user gains a number of temporary hit points equal to the targeted creature's Charisma bonus (minimum 0) until the start of the user's next turn. These temporary hit points do not stack. The user doesn't gain temporary hit points from a creature that voluntarily fails its saving throw against the spell.  Resonance: This stone allows the user to pick up on psychic resonance from corpses. So long as the user has carried the ioun stone continuously for at least 24 hours, the first three corpses touched by the user each day babble residual psychic impressions into the bearer's mind. This functions as the grave wordsOA spell, except that only the user can hear the corpse speak.  Cracked: This stone functions as normal, but the number of temporary hit points gained from the azure briolette ioun stone cannot exceed the user's Charisma bonus (minimum 0). Price: 14,000 gp.  Flawed: This stone grants only 1 temporary hit point, even if the target's Charisma bonus is higher than 1. Price: 8,000 gp.","Craft Wondrous Item, creator must be 12th level","7,500 gp",Wondrous Item,AP 125,strong,0,15000,7500,,,7850
Amethyst Crescent Ioun Stone,strong varied,12,none,,-,An amethyst crescent grants fast healing 2 to its wearer as well a +4 circumstance bonus on saving throws against negative energy and death effects.,,,Artifact,AP 126,strong,0,0,0,,,7851
